Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1248,Pancreatitis,AUS,2019,MLE,YEARS75-79,347087,21.02,6.06,357.14,102.9
1110,Rheumatic heart disease,AUS,2019,MLE,YEARS75-79,347087,20.03,5.77,364.34,104.97
870,Drug use disorders,AUS,2019,MLE,YEARS75-79,347087,19.74,5.69,458.85,132.2
1350,Rheumatoid arthritis,AUS,2019,MLE,YEARS75-79,347087,14.44,4.16,566.29,163.16
970,Epilepsy,AUS,2019,MLE,YEARS75-79,347087,13.12,3.78,579.75,167.03
1220,Peptic ulcer disease,AUS,2019,MLE,YEARS75-79,347087,12.88,3.71,228.02,65.7
110,Diarrhoeal diseases,AUS,2019,MLE,YEARS75-79,347087,11.78,3.39,538.6,155.18
1400,Congenital anomalies,AUS,2019,MLE,YEARS75-79,347087,10.38,2.99,246.13,70.91
1190,Asthma,AUS,2019,MLE,YEARS75-79,347087,10.38,2.99,886.04,255.28
754,Thyroid cancer,AUS,2019,MLE,YEARS75-79,347087,9.88,2.85,175.33,50.51
1570,Drowning,AUS,2019,MLE,YEARS75-79,347087,8.24,2.37,137.38,39.58
980,Multiple sclerosis,AUS,2019,MLE,YEARS75-79,347087,7.44,2.14,177.06,51.01
580,Iron-deficiency anaemia,AUS,2019,MLE,YEARS75-79,347087,6.56,1.89,241.0,69.44
1280,Benign prostatic hyperplasia,AUS,2019,MLE,YEARS75-79,347087,6.45,1.86,1448.81,417.42
550,Protein-energy malnutrition,AUS,2019,MLE,YEARS75-79,347087,6.25,1.8,172.76,49.77
850,Schizophrenia,AUS,2019,MLE,YEARS75-79,347087,6.03,1.74,552.72,159.25
700,Breast cancer,AUS,2019,MLE,YEARS75-79,347087,4.54,1.31,80.6,23.22
1380,Back and neck pain,AUS,2019,MLE,YEARS75-79,347087,4.36,1.26,3952.72,1138.83
1575,Exposure to mechanical forces,AUS,2019,MLE,YEARS75-79,347087,3.94,1.14,4007.51,1154.61
1560,"Fire, heat and hot substances",AUS,2019,MLE,YEARS75-79,347087,3.64,1.05,398.21,114.73
1470,Oral conditions,AUS,2019,MLE,YEARS75-79,347087,3.65,1.05,3932.17,1132.91
1244,Inflammatory bowel disease,AUS,2019,MLE,YEARS75-79,347087,3.53,1.02,136.75,39.4
30,Tuberculosis,AUS,2019,MLE,YEARS75-79,347087,3.06,0.88,59.39,17.11
1360,Osteoarthritis,AUS,2019,MLE,YEARS75-79,347087,2.88,0.83,4341.48,1250.83
742,Testicular cancer,AUS,2019,MLE,YEARS75-79,347087,2.71,0.78,46.21,13.31
1370,Gout,AUS,2019,MLE,YEARS75-79,347087,2.19,0.63,1384.55,398.91
1620,Interpersonal violence,AUS,2019,MLE,YEARS75-79,347087,2.15,0.62,552.18,159.09
100,HIV/AIDS,AUS,2019,MLE,YEARS75-79,347087,2.1,0.61,59.82,17.23
186,Acute hepatitis A,AUS,2019,MLE,YEARS75-79,347087,2.12,0.61,34.47,9.93
190,Acute hepatitis B,AUS,2019,MLE,YEARS75-79,347087,2.05,0.59,39.27,11.31
1240,Appendicitis,AUS,2019,MLE,YEARS75-79,347087,1.41,0.41,23.53,6.78
170,Meningitis,AUS,2019,MLE,YEARS75-79,347087,1.39,0.4,28.35,8.17
200,Acute hepatitis C,AUS,2019,MLE,YEARS75-79,347087,1.06,0.31,17.39,5.01
920,Idiopathic intellectual disability,AUS,2019,MLE,YEARS75-79,347087,1.06,0.31,57.14,16.46
1241,Gastritis and duodenitis,AUS,2019,MLE,YEARS75-79,347087,0.72,0.21,99.69,28.72
400,Upper respiratory infections,AUS,2019,MLE,YEARS75-79,347087,0.7,0.2,211.75,61.01
840,Bipolar disorder,AUS,2019,MLE,YEARS75-79,347087,0.71,0.2,552.28,159.12
1540,Poisonings,AUS,2019,MLE,YEARS75-79,347087,0.37,0.11,38.08,10.97
50,Syphilis,AUS,2019,MLE,YEARS75-79,347087,0.34,0.1,6.44,1.86
1580,Natural disasters,AUS,2019,MLE,YEARS75-79,347087,0.11,0.03,3.41,0.98
1630,Collective violence and legal intervention,AUS,2019,MLE,YEARS75-79,347087,0.07,0.02,1.54,0.44
205,Acute hepatitis E,AUS,2019,MLE,YEARS75-79,347087,0.02,0.01,1.16,0.33
295,Echinococcosis,AUS,2019,MLE,YEARS75-79,347087,0.04,0.01,1.27,0.37
300,Dengue,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,8.45,2.43
180,Encephalitis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.79,0.23
220,Malaria,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
1050,Uncorrected refractive errors,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,2044.35,589.0
1060,Macular degeneration,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,294.51,84.85
1070,Other vision loss,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,1073.38,309.25
1080,Other hearing loss,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,10053.68,2896.59
310,Trachoma,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.15,0.04
315,Yellow fever,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
320,Rabies,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.03,0.01
340,Ascariasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
410,Otitis media,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,24.65,7.1
420,Maternal conditions,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,92.21,26.57
560,Iodine deficiency,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,6.24,1.8
570,Vitamin A deficiency,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.49,0.14
250,Schistosomiasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
60,Chlamydia,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
70,Gonorrhoea,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
80,Trichomoniasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.27,0.08
85,Genital herpes,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,8.92,2.57
130,Whooping cough,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
150,Measles,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
880,Anxiety disorders,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,830.72,239.34
890,Eating disorders,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,240.06,69.16
910,Childhood behavioural disorders,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,1.94,0.56
811,Thalassaemias,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,4.88,1.41
812,Sickle cell disorders and trait,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,1.35,0.39
830,Depressive disorders,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,2045.8,589.42
710,Cervix uteri cancer,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
720,Corpus uteri cancer,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
730,Ovary cancer,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
1290,Urolithiasis,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,30.44,8.77
1310,Infertility,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
1505,Sudden infant death syndrome,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,0.0,0.0
990,Migraine,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,415.68,119.76
1000,Non-migraine headache,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,164.05,47.26
1030,Glaucoma,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,232.82,67.08
1040,Cataracts,AUS,2019,MLE,YEARS75-79,347087,0.0,0.0,581.72,167.6
1130,Ischaemic heart disease,AUS,2018,MLE,YEARS75-79,332314,1321.03,397.52,22530.34,6779.83
680,"Trachea, bronchus, lung cancers",AUS,2018,MLE,YEARS75-79,332314,831.62,250.25,13296.25,4001.11
1180,Chronic obstructive pulmonary disease,AUS,2018,MLE,YEARS75-79,332314,678.48,204.17,15339.56,4615.98
950,Alzheimer disease and other dementias,AUS,2018,MLE,YEARS75-79,332314,572.79,172.36,12431.67,3740.94
1140,Stroke,AUS,2018,MLE,YEARS75-79,332314,547.27,164.68,10454.69,3146.03
740,Prostate cancer,AUS,2018,MLE,YEARS75-79,332314,531.04,159.8,10703.57,3220.92
650,Colon and rectum cancers,AUS,2018,MLE,YEARS75-79,332314,475.99,143.24,8309.66,2500.54
800,Diabetes mellitus,AUS,2018,MLE,YEARS75-79,332314,329.88,99.27,12941.77,3894.44
760,"Lymphomas, multiple myeloma",AUS,2018,MLE,YEARS75-79,332314,285.45,85.9,5003.12,1505.54
670,Pancreas cancer,AUS,2018,MLE,YEARS75-79,332314,265.83,79.99,4212.09,1267.5
690,Melanoma and other skin cancers,AUS,2018,MLE,YEARS75-79,332314,222.13,66.84,4047.97,1218.12
660,Liver cancer,AUS,2018,MLE,YEARS75-79,332314,214.74,64.62,3395.48,1021.77
960,Parkinson disease,AUS,2018,MLE,YEARS75-79,332314,213.92,64.37,4340.2,1306.05
770,Leukaemia,AUS,2018,MLE,YEARS75-79,332314,197.94,59.56,3292.86,990.89
1270,Kidney diseases,AUS,2018,MLE,YEARS75-79,332314,163.24,49.12,3922.68,1180.41
630,Oesophagus cancer,AUS,2018,MLE,YEARS75-79,332314,150.84,45.39,2403.15,723.16
1550,Falls,AUS,2018,MLE,YEARS75-79,332314,139.83,42.08,7887.36,2373.47
755,Mesothelioma,AUS,2018,MLE,YEARS75-79,332314,133.33,40.12,2153.71,648.09
390,Lower respiratory infections,AUS,2018,MLE,YEARS75-79,332314,124.95,37.6,1983.66,596.92
750,Bladder cancer,AUS,2018,MLE,YEARS75-79,332314,115.84,34.86,2052.78,617.72
751,Brain and nervous system cancers,AUS,2018,MLE,YEARS75-79,332314,114.2,34.37,1813.47,545.71
640,Stomach cancer,AUS,2018,MLE,YEARS75-79,332314,112.67,33.9,1844.1,554.93
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2018,MLE,YEARS75-79,332314,105.96,31.89,1962.58,590.58
745,Kidney cancer,AUS,2018,MLE,YEARS75-79,332314,98.42,29.62,1636.44,492.44
620,Mouth and oropharynx cancers,AUS,2018,MLE,YEARS75-79,332314,91.84,27.64,1496.08,450.2
1230,Cirrhosis of the liver,AUS,2018,MLE,YEARS75-79,332314,77.97,23.46,1247.3,375.34
1610,Self-harm,AUS,2018,MLE,YEARS75-79,332314,60.93,18.34,1050.46,316.1
1120,Hypertensive heart disease,AUS,2018,MLE,YEARS75-79,332314,59.98,18.05,1127.61,339.32
1242,Paralytic ileus and intestinal obstruction,AUS,2018,MLE,YEARS75-79,332314,37.99,11.43,630.36,189.69
1530,Road injury,AUS,2018,MLE,YEARS75-79,332314,33.49,10.08,1223.39,368.14
1246,Gallbladder and biliary diseases,AUS,2018,MLE,YEARS75-79,332314,32.99,9.93,758.37,228.21
1330,Skin diseases,AUS,2018,MLE,YEARS75-79,332314,27.99,8.42,1461.82,439.89
752,Gallbladder and biliary tract cancer,AUS,2018,MLE,YEARS75-79,332314,26.22,7.89,422.82,127.24
753,Larynx cancer,AUS,2018,MLE,YEARS75-79,332314,26.22,7.89,458.99,138.12
1248,Pancreatitis,AUS,2018,MLE,YEARS75-79,332314,21.99,6.62,372.08,111.97
860,Alcohol use disorders,AUS,2018,MLE,YEARS75-79,332314,18.99,5.71,957.59,288.16
870,Drug use disorders,AUS,2018,MLE,YEARS75-79,332314,18.62,5.6,439.82,132.35
1350,Rheumatoid arthritis,AUS,2018,MLE,YEARS75-79,332314,16.99,5.11,590.69,177.75
1110,Rheumatic heart disease,AUS,2018,MLE,YEARS75-79,332314,16.99,5.11,314.13,94.53
1220,Peptic ulcer disease,AUS,2018,MLE,YEARS75-79,332314,12.0,3.61,212.94,64.08
1570,Drowning,AUS,2018,MLE,YEARS75-79,332314,10.99,3.31,179.53,54.02
1190,Asthma,AUS,2018,MLE,YEARS75-79,332314,11.0,3.31,862.11,259.43
110,Diarrhoeal diseases,AUS,2018,MLE,YEARS75-79,332314,10.0,3.01,497.25,149.63
970,Epilepsy,AUS,2018,MLE,YEARS75-79,332314,8.0,2.41,490.53,147.61
1400,Congenital anomalies,AUS,2018,MLE,YEARS75-79,332314,8.0,2.41,204.63,61.58
30,Tuberculosis,AUS,2018,MLE,YEARS75-79,332314,7.02,2.11,121.05,36.43
580,Iron-deficiency anaemia,AUS,2018,MLE,YEARS75-79,332314,7.0,2.11,242.2,72.88
550,Protein-energy malnutrition,AUS,2018,MLE,YEARS75-79,332314,6.0,1.81,167.93,50.53
754,Thyroid cancer,AUS,2018,MLE,YEARS75-79,332314,5.46,1.64,105.53,31.76
980,Multiple sclerosis,AUS,2018,MLE,YEARS75-79,332314,5.0,1.5,138.0,41.53
850,Schizophrenia,AUS,2018,MLE,YEARS75-79,332314,5.0,1.5,520.48,156.62
1244,Inflammatory bowel disease,AUS,2018,MLE,YEARS75-79,332314,5.0,1.5,156.65,47.14
1280,Benign prostatic hyperplasia,AUS,2018,MLE,YEARS75-79,332314,5.0,1.5,1366.48,411.2
1360,Osteoarthritis,AUS,2018,MLE,YEARS75-79,332314,4.0,1.2,4164.85,1253.29
1575,Exposure to mechanical forces,AUS,2018,MLE,YEARS75-79,332314,4.0,1.2,3845.9,1157.31
742,Testicular cancer,AUS,2018,MLE,YEARS75-79,332314,3.39,1.02,56.58,17.03
700,Breast cancer,AUS,2018,MLE,YEARS75-79,332314,3.28,0.99,60.49,18.2
1380,Back and neck pain,AUS,2018,MLE,YEARS75-79,332314,3.0,0.9,3864.22,1162.82
1620,Interpersonal violence,AUS,2018,MLE,YEARS75-79,332314,2.16,0.65,530.8,159.73
1470,Oral conditions,AUS,2018,MLE,YEARS75-79,332314,2.0,0.6,2850.4,857.74
1240,Appendicitis,AUS,2018,MLE,YEARS75-79,332314,2.0,0.6,32.77,9.86
190,Acute hepatitis B,AUS,2018,MLE,YEARS75-79,332314,1.98,0.6,37.5,11.28
100,HIV/AIDS,AUS,2018,MLE,YEARS75-79,332314,2.01,0.6,55.14,16.59
186,Acute hepatitis A,AUS,2018,MLE,YEARS75-79,332314,1.85,0.56,30.08,9.05
170,Meningitis,AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,22.07,6.64
50,Syphilis,AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,16.76,5.04
1370,Gout,AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,1307.41,393.43
920,Idiopathic intellectual disability,AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,50.38,15.16
840,Bipolar disorder,AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,533.38,160.5
1560,"Fire, heat and hot substances",AUS,2018,MLE,YEARS75-79,332314,1.0,0.3,343.12,103.25
1630,Collective violence and legal intervention,AUS,2018,MLE,YEARS75-79,332314,0.11,0.03,2.16,0.65
205,Acute hepatitis E,AUS,2018,MLE,YEARS75-79,332314,0.02,0.01,1.1,0.33
295,Echinococcosis,AUS,2018,MLE,YEARS75-79,332314,0.03,0.01,1.19,0.36
300,Dengue,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,7.04,2.12
310,Trachoma,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.14,0.04
315,Yellow fever,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
320,Rabies,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.03,0.01
340,Ascariasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
180,Encephalitis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.76,0.23
400,Upper respiratory infections,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,192.21,57.84
410,Otitis media,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,23.63,7.11
420,Maternal conditions,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,87.9,26.45
220,Malaria,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.48,0.14
250,Schistosomiasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
60,Chlamydia,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
70,Gonorrhoea,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
80,Trichomoniasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.26,0.08
85,Genital herpes,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,8.58,2.58
130,Whooping cough,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
150,Measles,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
200,Acute hepatitis C,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.77,0.23
560,Iodine deficiency,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,6.01,1.81
570,Vitamin A deficiency,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
710,Cervix uteri cancer,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
720,Corpus uteri cancer,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
730,Ovary cancer,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
880,Anxiety disorders,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,797.12,239.87
890,Eating disorders,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,228.97,68.9
910,Childhood behavioural disorders,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1.84,0.55
811,Thalassaemias,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,4.55,1.37
812,Sickle cell disorders and trait,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1.3,0.39
830,Depressive disorders,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1931.21,581.14
1580,Natural disasters,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1.56,0.47
1540,Poisonings,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,30.89,9.3
1505,Sudden infant death syndrome,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
990,Migraine,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,400.04,120.38
1000,Non-migraine headache,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,158.71,47.76
1030,Glaucoma,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,222.26,66.88
1040,Cataracts,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,563.34,169.52
1050,Uncorrected refractive errors,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1950.9,587.07
1060,Macular degeneration,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,279.74,84.18
1070,Other vision loss,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,1034.7,311.36
1080,Other hearing loss,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,9622.59,2895.63
1290,Urolithiasis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,29.44,8.86
1310,Infertility,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,0.0,0.0
1241,Gastritis and duodenitis,AUS,2018,MLE,YEARS75-79,332314,0.0,0.0,85.19,25.64
1130,Ischaemic heart disease,AUS,2019,MLE,YEARS80-84,231870,1757.93,758.15,22696.5,9788.46
950,Alzheimer disease and other dementias,AUS,2019,MLE,YEARS80-84,231870,1198.02,516.68,19145.57,8257.03
1180,Chronic obstructive pulmonary disease,AUS,2019,MLE,YEARS80-84,231870,812.13,350.25,14075.18,6070.29
1140,Stroke,AUS,2019,MLE,YEARS80-84,231870,772.49,333.16,10958.88,4726.3
740,Prostate cancer,AUS,2019,MLE,YEARS80-84,231870,742.92,320.4,10814.26,4663.93
680,"Trachea, bronchus, lung cancers",AUS,2019,MLE,YEARS80-84,231870,741.83,319.93,9101.49,3925.26
650,Colon and rectum cancers,AUS,2019,MLE,YEARS80-84,231870,505.31,217.93,6719.64,2898.02
800,Diabetes mellitus,AUS,2019,MLE,YEARS80-84,231870,445.25,192.03,10556.12,4552.6
960,Parkinson disease,AUS,2019,MLE,YEARS80-84,231870,341.86,147.44,4988.93,2151.61
760,"Lymphomas, multiple myeloma",AUS,2019,MLE,YEARS80-84,231870,314.46,135.62,4153.9,1791.48
1270,Kidney diseases,AUS,2019,MLE,YEARS80-84,231870,300.19,129.46,4876.97,2103.32
390,Lower respiratory infections,AUS,2019,MLE,YEARS80-84,231870,277.66,119.75,3354.03,1446.51
1550,Falls,AUS,2019,MLE,YEARS80-84,231870,271.33,117.02,9068.42,3910.99
690,Melanoma and other skin cancers,AUS,2019,MLE,YEARS80-84,231870,239.1,103.12,3387.58,1460.98
670,Pancreas cancer,AUS,2019,MLE,YEARS80-84,231870,232.99,100.48,2840.14,1224.88
770,Leukaemia,AUS,2019,MLE,YEARS80-84,231870,218.93,94.42,2746.91,1184.68
750,Bladder cancer,AUS,2019,MLE,YEARS80-84,231870,172.21,74.27,2280.21,983.4
660,Liver cancer,AUS,2019,MLE,YEARS80-84,231870,156.49,67.49,1899.16,819.06
630,Oesophagus cancer,AUS,2019,MLE,YEARS80-84,231870,132.98,57.35,1626.67,701.54
640,Stomach cancer,AUS,2019,MLE,YEARS80-84,231870,132.85,57.3,1664.07,717.67
755,Mesothelioma,AUS,2019,MLE,YEARS80-84,231870,130.34,56.21,1609.59,694.18
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2019,MLE,YEARS80-84,231870,125.96,54.32,1755.37,757.05
745,Kidney cancer,AUS,2019,MLE,YEARS80-84,231870,98.21,42.36,1239.4,534.52
1120,Hypertensive heart disease,AUS,2019,MLE,YEARS80-84,231870,87.52,37.75,1225.26,528.43
751,Brain and nervous system cancers,AUS,2019,MLE,YEARS80-84,231870,76.17,32.85,927.32,399.93
620,Mouth and oropharynx cancers,AUS,2019,MLE,YEARS80-84,231870,75.76,32.67,943.8,407.04
1242,Paralytic ileus and intestinal obstruction,AUS,2019,MLE,YEARS80-84,231870,67.89,29.28,840.98,362.69
1610,Self-harm,AUS,2019,MLE,YEARS80-84,231870,55.12,23.77,723.23,311.91
1246,Gallbladder and biliary diseases,AUS,2019,MLE,YEARS80-84,231870,45.76,19.74,736.69,317.72
1330,Skin diseases,AUS,2019,MLE,YEARS80-84,231870,42.81,18.46,1307.19,563.76
1230,Cirrhosis of the liver,AUS,2019,MLE,YEARS80-84,231870,41.35,17.83,512.85,221.18
1530,Road injury,AUS,2019,MLE,YEARS80-84,231870,39.68,17.11,967.51,417.26
1110,Rheumatic heart disease,AUS,2019,MLE,YEARS80-84,231870,24.91,10.74,339.31,146.34
753,Larynx cancer,AUS,2019,MLE,YEARS80-84,231870,24.39,10.52,323.03,139.32
752,Gallbladder and biliary tract cancer,AUS,2019,MLE,YEARS80-84,231870,22.64,9.76,283.16,122.12
1220,Peptic ulcer disease,AUS,2019,MLE,YEARS80-84,231870,22.3,9.62,290.76,125.4
110,Diarrhoeal diseases,AUS,2019,MLE,YEARS80-84,231870,21.1,9.1,537.68,231.89
860,Alcohol use disorders,AUS,2019,MLE,YEARS80-84,231870,18.92,8.16,600.89,259.15
1248,Pancreatitis,AUS,2019,MLE,YEARS80-84,231870,18.07,7.79,235.68,101.64
870,Drug use disorders,AUS,2019,MLE,YEARS80-84,231870,16.93,7.3,301.3,129.94
1190,Asthma,AUS,2019,MLE,YEARS80-84,231870,14.34,6.18,678.74,292.72
1400,Congenital anomalies,AUS,2019,MLE,YEARS80-84,231870,13.01,5.61,204.75,88.3
1350,Rheumatoid arthritis,AUS,2019,MLE,YEARS80-84,231870,12.38,5.34,335.08,144.51
1280,Benign prostatic hyperplasia,AUS,2019,MLE,YEARS80-84,231870,11.56,4.99,923.75,398.39
970,Epilepsy,AUS,2019,MLE,YEARS80-84,231870,11.36,4.9,417.0,179.84
550,Protein-energy malnutrition,AUS,2019,MLE,YEARS80-84,231870,10.0,4.31,172.17,74.25
754,Thyroid cancer,AUS,2019,MLE,YEARS80-84,231870,9.83,4.24,127.26,54.88
580,Iron-deficiency anaemia,AUS,2019,MLE,YEARS80-84,231870,9.64,4.16,219.3,94.58
1244,Inflammatory bowel disease,AUS,2019,MLE,YEARS80-84,231870,6.39,2.76,123.64,53.32
700,Breast cancer,AUS,2019,MLE,YEARS80-84,231870,6.22,2.68,83.73,36.11
1380,Back and neck pain,AUS,2019,MLE,YEARS80-84,231870,5.28,2.28,2618.44,1129.27
